Global Rank,Institution,Country,Sector,Best Country Quartile
8162,Universidad Regional Autonoma de Los Andes,ECU,Universities,2
8162,Azusa Pacific University,USA,Universities,3
8162,Penza State University,RUS,Universities,2
8165,Universite Mohamed El Bachir El Ibrahimi de Bordj Bou Arreridj,DZA,Universities,1
8165,Indian Institute of Management Indore,IND,Universities,2
8167,Mindanao State University - Marawi,PHL,Universities,2
8167,Nanjing Electronic Devices Institute,CHN,Non-Profit,2
8167,Hospital Universitario de Fuenlabrada,ESP,Health,4
8170,Institute of Chemistry of Far Eastern Branch Russian Academy of Sciences,RUS,Government,1
8170,"PowerChina Huadong Engineering Corp Ltd, China",CHN,Companies,3
8170,Eastern Washington University,USA,Universities,3
8170,Technical University of Kenya,KEN,Universities,3
8174,Ilie Murgulescu Institute of Physical Chemistry,ROU,Government,1
8174,Universite Gaston Berger de Saint-Louis,SEN,Universities,3
8176,Universidade de Franca,BRA,Universities,3
8177,Beijing International Studies University,CHN,Universities,2
8177,Mathematical Institute of the Serbian Academy of Sciences and Arts,SRB,Government,4
8179,Teerthanker Mahaveer University,IND,Universities,2
8179,Skyline University College,ARE,Universities,3
8179,Tianjin University of Technology and Education,CHN,Universities,3
8182,Zhaoqing University,CHN,Universities,3
8182,Catholic University of Croatia,HRV,Universities,3
8182,Institute of Chemistry,VNM,Government,1
8182,Systems Research Institute Polish Academy of Sciences,POL,Government,2
8182,Instituto de Astrofisica e Ciencias do Espaco,PRT,Universities,2
8187,China University of Political Science and Law,CHN,Universities,2
8187,"National Pirogov Memorial Medical University, Vinnytsya",UKR,Universities,2
8189,Universite de Batna 1,DZA,Universities,1
8190,Central Washington University,USA,Universities,3
8190,Koya University,IRQ,Universities,1
8192,Nipissing University,CAN,Universities,3
8192,Universidad de San Andres,ARG,Universities,3
8194,University of Portland,USA,Universities,3
8195,Aurel Vlaicu University of Arad,ROU,Universities,2
8195,Coastal Carolina University,USA,Universities,3
8195,Central Metallurgical Research and Development Institute,EGY,Government,2
8195,Universidad Nacional de Chimborazo,ECU,Universities,3
8199,Karpagam University,IND,Universities,3
8199,Universite Abou Bekr Belkaid Tlemcen,DZA,Universities,1
8201,Imam Khomeini International University,IRN,Universities,2
8202,Immanuel Kant Baltic Federal University,RUS,Universities,2
8202,Western Carolina University,USA,Universities,3
8202,Shahid Bahonar University of Kerman,IRN,Universities,2
8202,Yancheng Teachers University,CHN,Universities,2
8206,Thaksin University,THA,Universities,3
8207,National Institute of Technology Jamshedpur,IND,Universities,2
8208,State University of West Georgia,USA,Universities,3
8208,"Islamic Azad University, Ahvaz Branch",IRN,Universities,1
8208,Volgograd State University,RUS,Universities,2
8211,TED University,TUR,Universities,4
8212,Northern State Medical University,RUS,Universities,2
8213,University of Hormozgan,IRN,Universities,2
8213,Universidade Portucalense Infante D Henrique,PRT,Universities,3
8215,Shanghai Municipal Engineering Design Institute Group Co Ltd,CHN,Companies,3
8216,Bashkir State Medical University,RUS,Universities,2
8216,Beijing Institute of Fashion Technology,CHN,Universities,3
8218,Knowledge University,IRQ,Universities,1
8219,Poltava State Medical University,UKR,Universities,1
8219,Universite Mouloud Mammeri de Tizi Ouzou,DZA,Universities,1
8219,Universite Badji Mokhtar - Annaba,DZA,Universities,1
8222,Troy University,USA,Universities,3
8222,Manonmaniam Sundaranar University,IND,Universities,2
8224,China Automotive Technology and Research Center,CHN,Government,3
8224,Isra University,JOR,Universities,4
8226,Moscow Polytechnic University,RUS,Universities,2
8226,Pokhara University,NPL,Universities,2
8226,"Universidad de Oriente, Cuba",CUB,Universities,2
8226,Delta State University,NGA,Universities,2
8226,State Grid Xinjiang Electric Power Research Institute,CHN,Companies,2
8226,Central Institute of Fisheries Education,IND,Government,3
8226,Institute of Catalysis and Surface Chemistry Polish Academy of Sciences,POL,Government,1
8233,University of Human Development,IRQ,Universities,1
8233,Universite Mohamed Khider de Biskra,DZA,Universities,2
8235,Nature Research Centre,LTU,Government,3
8235,Mater Dei Hospital,MLT,Health,3
8237,International Research Center of Big Data for Sustainable Development Goals,CHN,Government,2
8237,University of Sahiwal,PAK,Universities,2
8237,VNU University of Economics and Business,VNM,Universities,2
8240,Nippon Steel Corp,MUL,Companies,3
8240,CRRC Changchun Railway Vehicles Co Ltd,CHN,Companies,2
8242,Central University of Karnataka,IND,Universities,2
8242,Belgorod State Technological University,RUS,Universities,1
8244,Jining University,CHN,Universities,3
8245,Institute of the Earth Crust Russian Academy of Sciences,RUS,Government,1
8245,Gulf University for Science and Technology,KWT,Universities,2
8245,Lithuanian Energy Institute,LTU,Government,2
8245,Universite 8 mai 1945 Guelma,DZA,Universities,2
8245,Taishan University,CHN,Universities,3
8250,Housing and Building National Research Center,EGY,Government,3
8250,Vladimir State University,RUS,Universities,2
8252,Northern Kentucky University,USA,Universities,3
8252,Centre de Developpement des Technologies Avancees,DZA,Government,1
8254,Beijing Institute of Tracking and Telecommunications Technology,CHN,Non-Profit,2
8254,Instituto Politecnico de Macau,MAC,Universities,2
8254,Centro Medico Nacional La Raza,MEX,Health,3
8254,Universidade Federal do Agreste de Pernambuco,BRA,Universities,3
8258,Guangdong University of Finances and Economics,CHN,Universities,3
8258,Central Research Institute of Electric Power Industry,JPN,Non-Profit,4
8258,Sulaimani Polytechnic University,IRQ,Universities,2
8261,N. P. Ogarev's Mordovian State University,RUS,Universities,2
8261,Indian Institute of Wheat and Barley Research,IND,Government,2
8263,Agricultural University of Tirana,ALB,Universities,1
8263,Institute of Low Temperature and Structure Research Polish Academy of Sciences,POL,Government,3
8265,King Abdullah City for Atomic and Renewable Energy,SAU,Government,1
8265,Zhejiang University of Water Resources and Electric Power,CHN,Universities,3
8265,Guizhou Institute of Technology,CHN,Universities,4
8268,Applied Science University,BHR,Universities,3
8269,Centro de Investigacion y Desarrollo Tecnologico en Electroquimica SC,MEX,Government,1
8269,Institute of Biology and Soil Science Russian Academy of Sciences,RUS,Government,1
8269,"Institute of Energy, Hefei Comprehensive National Science Center",CHN,Government,2
8269,Le Quy Don Technical University,VNM,Universities,1
8269,Chuzhou University,CHN,Universities,3
8269,Ecole Nationale d'Ingenieurs de Tunis,TUN,Universities,1
8275,"Birla Institute of Technology and Science Pilani, Dubai Campus",ARE,Universities,3
8275,Nesmeyanov Institute of Organoelement Compounds Russian Academy of Sciences,RUS,Government,1
8275,Universidad Tecnologica de Panama,PAN,Universities,3
8275,Central Mechanical Engineering Research Institute,IND,Government,2
8275,Centre Hospitalier Universitaire Farhat Hached de Sousse,TUN,Health,2
8280,Hunan Institute of Engineering,CHN,Universities,3
8281,University of the District of Columbia,USA,Universities,4
8281,Aviation University of Air Force,CHN,Universities,2
8281,Orel State University,RUS,Universities,2
8284,Ufuk University,TUR,Universities,3
8285,Ivannikov Institute for System Programming of the Russian Academy of Sciences,RUS,Government,1
8286,Arab American University,PSE,Universities,2
8286,Bannari Amman Institute of Technology,IND,Universities,3
8288,"National University of Science and Technology, Oman",OMN,Universities,4
8288,Central Marine Fisheries Research Institute,IND,Government,3
8288,University of Bonab,IRN,Universities,2
8291,Hanseo University,KOR,Universities,3
8291,Hunan First Normal University,CHN,Universities,3
8293,Institute for Advanced Studies in Basic Sciences,IRN,Universities,2
8294,A.V. Topchiev Institute of Petrochemical Synthesis Russian Academy of Sciences,RUS,Government,1
8295,Tianjin Eye Hospital,CHN,Health,2
8295,Rhodes College,USA,Universities,4
8295,Karaganda State Technical University,KAZ,Universities,2
8298,Guizhou Normal University,CHN,Universities,3
8298,Istanbul Arel University,TUR,Universities,3
8300,Henan University of Urban Construction,CHN,Universities,3
8300,Aja University of Medical Sciences,IRN,Universities,3
8302,Universidade do Estado do Rio Grande do Norte,BRA,Universities,3
8302,Institute of High-Temperature Electrochemistry Russian Academy of Sciences,RUS,Government,1
8302,"Instituto Argentino de Nivologia, Glaciologia y Ciencias Ambientales",ARG,Government,2
8305,Wadia Institute of Himalayan Geology,IND,Government,2
8305,Nanchang Institute of Technology,CHN,Universities,3
8305,Kazakh National Pedagogical University,KAZ,Universities,1
8308,Platov South-Russian State Polytechnic University,RUS,Universities,2
8308,Southwest State University,RUS,Universities,2
8310,Tyumen State Medical University,RUS,Universities,2
8310,Mudanjiang Normal University,CHN,Universities,3
8312,Institute of Macromolecular Compounds Russian Academy of Sciences,RUS,Government,1
8312,Mazandaran University of Sciences and Technology,IRN,Universities,2
8312,Emperor Alexander I St. Petersburg State Transport University,RUS,Universities,2
8315,"Universite Sorbonne Nouvelle, Paris 3",FRA,Universities,3
8315,Seattle University,USA,Universities,3
8315,Redeemer's University,NGA,Universities,2
8315,Ural State Medical University,RUS,Universities,2
8319,"Institute of Mathematics, Physics and Mechanics",SVN,Government,2
8319,Abbottabad University of Science and Technology ,PAK,Universities,3
8319,Fujian Jiangxia University,CHN,Universities,3
8319,University of Zakho,IRQ,Universities,2
8323,Research Institute of Petroleum Industry Tehran,IRN,Government,1
8323,Rostov State Transport University,RUS,Universities,2
8325,Institute of Spectroscopy Russian Academy of Sciences,RUS,Government,1
8325,Scientific Сentre for Family Health and Human Reproduction Problems,RUS,Health,1
8325,Institut National des Sciences Appliquees et de Technologie,TUN,Universities,1
8328,Abubakar Tafawa Balewa University,NGA,Universities,2
8328,Inner Mongolia University of Science and Technology,CHN,Universities,3
8330,Universite de Batna 2,DZA,Universities,1
8330,Sher-e-Kashmir University of Agricultural Sciences and Technology-Srinagar,IND,Universities,2
8330,Israel Atomic Energy Commission,ISR,Government,4
8333,Chhatrapati Shahu Ji Maharaj University,IND,Universities,1
8333,University of Dodoma,TZA,Universities,3
8333,Instituto de Investigaciones Fisiologicas y Ecologicas Vinculadas a la Agricultura,ARG,Government,2
8333,Southwest Institute of Fluid Physics,CHN,Government,2
8337,Institute of Nuclear Energy Research,TWN,Government,3
8337,West Ukrainian National University,UKR,Universities,1
8339,Tbilisi State Medical University,GEO,Universities,1
8339,Centre National de la Recherche Scientifique et Technologique,BFA,Government,2
8341,Federal University of Petroleum Resource Effurun,NGA,Universities,2
8341,SEGi University,MYS,Universities,4
8341,Novosibirsk State Medical University,RUS,Universities,2
8344,St Johns Medical College,IND,Universities,1
8344,University of Alkafeel,IRQ,Universities,1
8344,Instituto de Pesquisas Tecnologicas,BRA,Government,2
8347,Hunan University of Arts and Science,CHN,Universities,3
8347,Chernivtsi National University,UKR,Universities,1
8349,Gumushane University,TUR,Universities,4
8349,Kyambogo University,UGA,Universities,3
8351,Capital University of Economics and Business,CHN,Universities,2
8352,Indian Institute of Horticultural Research,IND,Government,3
8352,Richard Stockton College of New Jersey,USA,Universities,3
8354,South Australian Museum,AUS,Non-Profit,3
8355,Fukuoka Institute of Technology,JPN,Universities,4
8355,Central Institute of Mining and Fuel Research,IND,Government,2
8355,Volgograd State Technical University,RUS,Universities,2
8358,Universitatea Petrol-Gaze din Ploiesti,ROU,Universities,3
8358,National Institute for Standards,EGY,Government,2
8360,Ho Chi Minh University of Banking,VNM,Universities,2
8360,China National Environmental Monitoring Centre,CHN,Government,3
8360,Universidad de San Buenaventura,COL,Universities,4
8360,Instituto de Investigacion Sanitaria Bioaraba,ESP,Health,3
8364,Central Building Research Institute,IND,Government,3
8365,Clinical Hospital Sveti Duh,HRV,Health,3
8365,Sami Shamoon College of Engineering,ISR,Universities,3
8365,Anyang Normal University,CHN,Universities,3
8368,Moscow State Regional University,RUS,Universities,2
8369,Semnan University of Medical Sciences,IRN,Universities,2
8370,"Federal Research Center of Nutrition, Biotechnology and Food Safety",RUS,Government,2
8371,Vels Institute of Science Technology and Advanced Studies,IND,Universities,3
8372,Urmia University of Technology,IRN,Universities,2
8373,Universidade Federal do Sul e Sudeste do Para,BRA,Universities,4
8374,Universidade Federal do Cariri,BRA,Universities,3
8375,National Science Center Kharkov Institute of Physics and Technology National Academy of Sciences of Ukraine,UKR,Government,2
8375,Volgograd State Medical University,RUS,Universities,2
8377,University of Forestry Sofia,BGR,Universities,2
8377,Obafemi Awolowo University Teaching Hospital,NGA,Health,1
8377,BMS College of Engineering,IND,Universities,3
8380,Al-Rafidain University College,IRQ,Universities,1
8381,"Baoshan Iron & Steel Co., Ltd.",CHN,Companies,2
8381,Arak University,IRN,Universities,2
8381,Weinan Normal University,CHN,Universities,3
8384,Dongzhimen Hospital,CHN,Health,2
8384,Hospital General Universitario de Ciudad Real,ESP,Health,3
8384,Space Research Centre Polish Academy of Sciences,POL,Government,4
8384,Graphic Era Hill University,IND,Universities,3
8388,Magnitogorsk State Technical University,RUS,Universities,2
8389,Yogi Vemana University,IND,Universities,1
8389,Vishwakarma Institute of Technology,IND,Universities,1
8391,Mental Health Research Centre of the Russian Academy of Medical Sciences,RUS,Health,1
8392,"Islamic Azad University, Rasht",IRN,Universities,2
8392,Universidad Tecnica de Ambato,ECU,Universities,3
8392,Yuri Gagarin State Technical University of Saratov,RUS,Universities,2
8392,Southwestern Institute of Physics China,CHN,Government,3
8396,Universite Mohamed Boudiaf - M'sila,DZA,Universities,2
8396,University of Scranton,USA,Universities,3
8396,Universidad Autonoma de Baja California Sur,MEX,Universities,3
8399,"Jawaharlal Nehru Technological University, Kakinada",IND,Universities,3
8399,Thamar University,YEM,Universities,2
8401,Central Agricultural University,IND,Universities,3
8401,Arctic Antarctic Research Institute,RUS,Government,2
8403,Research Institute of Human Morphology of the Russian Academy of Medical Sciences,RUS,Health,1
8403,Academician Emil Djakov Institute of Electronics Bulgarian Academy of Sciences,BGR,Government,1
8405,Universite des Sciences et de la Technologie d'Oran-Mohamed Boudiaf,DZA,Universities,2
8405,Eastern Kentucky University,USA,Universities,3
8405,Instituto Tecnologico Autonomo de Mexico,MEX,Universities,2
8408,Siberian State Industrial University,RUS,Universities,2
8408,Melaka Manipal Medical College,MYS,Universities,4
8410,Zoological Institute Russian Academy of Sciences,RUS,Government,2
8410,Universite de Jendouba,TUN,Universities,1
8410,Universite Djillali Liabes de Sidi Bel Abbes,DZA,Universities,1
8410,Vardhaman College of Engineering,IND,Universities,3
8414,Centre de Developpement des Energies Renouvelables,DZA,Government,1
8415,Changzhou Institute of Technology,CHN,Universities,3
8416,International Advanced Research Centre for Powder Metallurgy and New Materials,IND,Government,2
8416,Mongolian Academy of Sciences,MNG,Government,1
8416,Egyptian Atomic Energy Authority,EGY,Government,3
8416,Jaipur National University,IND,Universities,3
8420,University of Sistan and Baluchestan,IRN,Universities,2
8420,Universidad Surcolombiana,COL,Universities,4
8422,University of Gezira,SDN,Universities,1
8422,West Anhui University,CHN,Universities,3
8424,Centre Hospitalier Universitaire Ibn Rochd Casablanca,MAR,Health,2
8425,Fattouma Bourguiba University Hospital,TUN,Health,2
8425,American University of Ras Al Khaimah,ARE,Universities,3
8425,Rostov State Medical University,RUS,Universities,2
8428,Mepco Schlenk Engineering College,IND,Universities,2
8429,Pondicherry Engineering College,IND,Universities,2
8429,Georgian National Academy of Sciences,GEO,Government,1
8431,Universidad de Ciencias y Humanidades,PER,Universities,1
8432,Beijing Sport University,CHN,Universities,2
8432,National Research Institute of Astronomy and Geophysics,EGY,Government,3
8432,National Metal and Materials Technology Center,THA,Government,3
8432,Huizhou University,CHN,Universities,3
8436,"Islamic Azad University, Hamedan",IRN,Universities,2
8436,"Institut National de Recherches en Genie Rural, Eaux et Forets",TUN,Government,1
8438,Universite de Tunis,TUN,Universities,2
8439,Inner Mongolia University for Nationalities,CHN,Universities,3
8440,A. M. Prokhorov General Physics Institute Russian Academy of Sciences,RUS,Government,2
8441,"Ukrainian State Chemical Technology University, Dnipropetrovsk",UKR,Universities,2
8442,Universidad de Ciencias y Artes de Chiapas,MEX,Universities,3
8442,Tambov State Technical University,RUS,Universities,2
8444,Universite d'Alger 1,DZA,Universities,1
8444,Universite Felix Houphouet-Boigny,CIV,Universities,1
8444,Moscow State University of Food Production,RUS,Universities,3
8444,Vyatka State University,RUS,Universities,2
8448,Ufa University of Science and Technology,RUS,Universities,2
8448,University of Mazandaran,IRN,Universities,2
8450,University of Science and Technology Yemen,YEM,Universities,2
8451,Instituto Mexicano del Petroleo,MEX,Government,1
8451,Moscow Automobile and Road Construction State Technical University,RUS,Universities,2
8451,Shanghai International Studies University,CHN,Universities,2
8454,Panzhihua University,CHN,Universities,4
8455,Northeastern Illinois University,USA,Universities,3
8456,Petroliam Nasional Berhad,MYS,Companies,2
8457,Sabzevar University of Medical Sciences,IRN,Universities,2
8457,Kutahya Health Sciences University,TUR,Universities,4
8459,Arish University,EGY,Universities,3
8460,Institute for Plasma Research,IND,Government,3
8461,Universidad de Medellin,COL,Universities,4
8461,Indira Gandhi Centre for Atomic Research,IND,Government,2
8463,A.E. Favorsky Irkutsk Institute of Chemistry of Siberian Branch Russian Academy of Sciences,RUS,Government,1
8463,Madanapalle Institute of Technology and Science,IND,Universities,3
8465,Sevastopol State University,UKR,Universities,2
8465,Universidade Europeia,PRT,Universities,3
8465,"Australian University, Kuwait",KWT,Universities,2
8468,Petroleum University of Technology,IRN,Universities,2
8469,Universidade Aberta,PRT,Universities,2
8470,Karaganda Buketov University,KAZ,Universities,2
8470,Allameh Tabatabai University,IRN,Universities,1
8470,Ruppin Academic Center,ISR,Universities,3
8473,Russian State University for the Humanities,RUS,Universities,1
8473,Nakhon Pathom Rajabhat University,THA,Universities,4
8475,China Coal Research Institute,CHN,Government,2
8476,Krirk University,THA,Universities,3
8477,North China Institute of Aerospace Engineering,CHN,Universities,3
8478,Stephen F Austin State University,USA,Universities,3
8479,Luoyang Institute of Science and Technology,CHN,Universities,3
8479,Nepalese Army Institute of Health Science,NPL,Government,3
8479,Tokyo Metropolitan Komagome Hospital,JPN,Health,3
8482,Ion Ionescu de la Brad University of Life Sciences of Iasi,ROU,Universities,3
8483,Centro de Ecologia Aplicada y Sustentabilidad,CHL,Universities,3
8484,Inner Mongolia Normal University,CHN,Universities,3
8485,Kuban State Technological University,RUS,Universities,3
8486,"Mitsubishi Heavy Industries, Japan",JPN,Companies,3
8486,Institute of Physics National Academy of Sciences of Ukraine,UKR,Government,1
8488,China Academy of Building Research,CHN,Government,3
8488,Instituto Politecnico de Portalegre,PRT,Universities,3
8490,Beijing Language and Culture University,CHN,Universities,1
8491,Xiangnan University,CHN,Universities,4
8492,Hanoi University of Civil Engineering,VNM,Universities,3
8492,LNM Institute of Information Technology,IND,Universities,3
8494,Space Applications Centre,IND,Government,2
8495,Kuban State Medical University,RUS,Universities,2
8496,Shandong Technology and Business University,CHN,Universities,3
8496,Saint Joseph's University,USA,Universities,3
8498,National Marine Environmental Monitoring Center,CHN,Non-Profit,3
8499,Institute of Computational Mathematics and Mathematical Geophysics Russian Academy of Sciences,RUS,Government,1
8499,Ecole Nationale des Sciences Appliquees d'El Jadida,MAR,Universities,2
8501,Nephrology and Urology Center,EGY,Health,3
8502,Ghana Institute of Management and Public Administration,GHA,Universities,3
8502,Centro Universitario da FEI,BRA,Universities,4
8502,"Islamic Azad University, Shahr-e-Qods Branch",IRN,Universities,1
8505,JC Bose University of Science and Technology YMCA,IND,Universities,3
8505,Daugavpils University,LVA,Universities,4
8505,Soran University,IRQ,Universities,1
8508,Second Affiliated Hospital of Fujian Medical University,CHN,Health,2
8509,Kirensky Institute of Physics,RUS,Government,2
8509,Institut National de la Recherche Agronomique de Tunisie,TUN,Government,1
8511,University of Maryland Eastern Shore,USA,Universities,3
8511,University Visvesvaraya College of Engineering,IND,Universities,1
8513,MIT World Peace University,IND,Universities,2
8514,Huanghuai University,CHN,Universities,4
8515,Adtalem Global Education Inc,USA,Companies,4
8515,Uttaranchal University,IND,Universities,3
8515,Sri Venkateswara College of Engineering,IND,Universities,3
8515,Rajalakshmi Engineering College,IND,Universities,3
8519,University of Jiroft,IRN,Universities,2
8520,Damghan University,IRN,Universities,3
8520,Yaroslavl State University,RUS,Universities,2
8520,Hot Laboratory and Waste Management Center,EGY,Government,3
8520,Ryazan State Medical University,RUS,Universities,3
8524,ABES Engineering College,IND,Universities,3
8524,Osaka Medical and Pharmaceutical University,JPN,Universities,3
8526,Aliah University,IND,Universities,3
8526,Universite Ibn Khaldoun de Tiaret,DZA,Universities,1
8526,Universite Kasdi Merbah Ouargla,DZA,Universities,1
8529,Manipur University,IND,Universities,2
8529,Lishui University,CHN,Universities,4
8531,Henan University of Finance and Economics,CHN,Universities,3
8531,Special Astrophysical Observatory Russian Academy of Sciences,RUS,Government,2
8531,Hopital Psychiatrique de la Croix,LBN,Health,1
8534,Saveetha Medical College Hospital,IND,Health,1
8535,Yanka Kupala State University of Grodno,BLR,Universities,2
8535,Galgotias Educational Institutions,IND,Universities,3
8535,Institute for Automation and Control Processes Russian Academy of Sciences,RUS,Government,1
8535,"Shenyang Institute of Computing Technology Co Ltd, Chinese Academy of Sciences",CHN,Government,3
8539,Bukovinian State Medical University,UKR,Universities,2
8539,Birbal Sahni Institute of Palaeobotany,IND,Government,3
8541,Institute of Nuclear Research National Academy of Sciences of Ukraine,UKR,Government,1
8541,Ministry of Education,IRQ,Government,1
8543,Australian Maritime College,AUS,Universities,3
8544,Torbat Heydarieh University of Medical Sciences,IRN,Universities,3
8545,Saint Petersburg State Institute of Technology,RUS,Universities,1
8546,Cihan University,IRQ,Universities,1
8546,Xi'an Aeronautical University,CHN,Universities,3
8548,Grenoble Ecole de Management,FRA,Universities,3
8549,Burdenko Neurosurgery Institute of the Russian Academy of Medical Sciences,RUS,Health,1
8549,"Lincoln University College, Kuala Lumpur",MYS,Universities,4
8551,Komarov Botanical Institute Russian Academy of Sciences,RUS,Government,2
8552,Jai Narain Vyas University,IND,Universities,3
8553,Seattle Pacific University,USA,Universities,3
8554,Universite d'El Oued,DZA,Universities,1
8554,National Aerospace Laboratories,IND,Government,2
8556,Universite Mohamed-Cherif Messaadia Souk Ahras,DZA,Universities,1
8556,China Institute for Radiation Protection,CHN,Government,2
8558,Dalian Neusoft University of Information,CHN,Universities,2
8559,National Institute for Economic Research Costin C Kiritescu,ROU,Government,3
8559,Universite Hassiba BenBouali de Chlef,DZA,Universities,1
8561,Nizhny Novgorod State Technical University,RUS,Universities,2
8561,Al-Azhar University Gaza,PSE,Universities,1
8563,Quzhou University,CHN,Universities,4
8563,Museum and Institute of Zoology Polish Academy of Sciences,POL,Government,4
8563,"Trofimuk United Institute of Geology, Geophysics and Mineralogy Russian Academy of Sciences",RUS,Government,2
8566,Universidade Presbiteriana Mackenzie,BRA,Universities,3
8566,N.M. Emanuel Institute of Biochemical Physics Russian Academy of Sciences,RUS,Government,1
8568,Maharana Pratap University of Agriculture and Technology,IND,Universities,4
8569,Kazakh British Technical University,KAZ,Universities,1
8569,University for Business and Technology,XKX,Universities,3
8571,Shri Ramdeobaba College of Engineering and Management,IND,Universities,3
8571,JSS Science and Technology University,IND,Universities,3
8573,Research Institute of Forests and Rangelands,IRN,Government,2
8574,"Centre National de l'Energie, des Sciences et des Techniques Nucleaires",MAR,Government,2
8575,Faculte des Sciences de Bizerte,TUN,Universities,3
8576,Gansu University of Chinese Medicine,CHN,Universities,3
8577,Universite de Gabes,TUN,Universities,2
8578,Georgian Technical University,GEO,Universities,2
8579,Omsk State Medical University,RUS,Universities,2
8579,Institute of Computational Modelling Russian Academy of Sciences,RUS,Government,2
8581,National University Yuri Kondratyuk Poltava Polytechnic,UKR,Universities,3
8581,"Islamic Azad University, Lahijan",IRN,Universities,2
8581,Farhangian University,IRN,Universities,2
8584,St. Petersburg State Marine Technical University,RUS,Universities,2
8584,National Geophysical Research Institute,IND,Government,4
8584,Institute of Organic Synthesis Russian Academy of Sciences,RUS,Government,1
8587,Coimbatore Institute of Technology,IND,Universities,4
8588,Guizhou Education University,CHN,Universities,3
8589,Kazan Scientific Center Russian Academy of Sciences,RUS,Government,1
8590,Hawler Medical University,IRQ,Universities,2
8591,Qinghai Normal University,CHN,Universities,3
8592,Hakim Sabzevari University,IRN,Universities,3
8593,Neshabur University of Medical Sciences,IRN,Universities,2
8594,Pranveer Singh Institute of Technology,IND,Universities,3
8595,I.I. Schmalhausen Institute of Zoology National Academy of Sciences of Ukraine,UKR,Government,2
8595,Sirnak University,TUR,Universities,4
8595,Federal Scientific Research Center Crystallography and Photonics of Russian Academy of Sciences,RUS,Government,1
8598,Northern Technical University,IRQ,Universities,3
8598,National Academy of Sciences of Armenia,ARM,Government,2
8600,Chifeng University,CHN,Universities,3
8601,Qujing Normal University,CHN,Universities,3
8602,Federal Scientific Center for Medical and Preventive Health Risk Management Technologies,RUS,Health,2
8602,Universidade Lusiada,PRT,Universities,3
8604,Hong Kong Shue Yan University,HKG,Universities,3
8604,Hospital Universitario Juan Ramon Jimenez,ESP,Health,4
8604,Yuxi Normal University,CHN,Universities,3
8604,Ahlia University,BHR,Universities,1
8608,SKEMA Business School,FRA,Universities,3
8609,Qom University,IRN,Universities,3
8610,Universite Larbi Tebessi,DZA,Universities,2
8610,Al-Qasim Green University,IRQ,Universities,2
8612,Ufa Scientific Center Russian Academy of Sciences,RUS,Government,1
8612,Komi Scientific Center Russian Academy of Sciences,RUS,Government,2
8614,Hebei GEO University,CHN,Universities,3
8614,Kumaraguru College of Technology,IND,Universities,4
8616,University of Birjand,IRN,Universities,2
8616,Kirov Military Medical Academy,RUS,Universities,3
8616,Universidad de Cienfuegos Carlos Rafael Rodriguez,CUB,Universities,2
8619,National Academy of Sciences of the Republic of Kazakhstan,KAZ,Government,1
8620,Naval Medical Center Portsmouth,USA,Health,4
8621,Russian-Armenian University,ARM,Universities,2
8622,National Defense Academy of Japan,JPN,Universities,4
8623,Busitema University,UGA,Universities,3
8624,Materials and Energy Research Centre,IRN,Government,1
8625,"Shaheed Rajaie Cardiovascular, Medical and Research Center",IRN,Health,3
8626,Chongqing College of Electronic Engineering,CHN,Universities,3
8626,Chinese Academy for Environmental Planning,CHN,Non-Profit,3
8626,National Institute of Advanced Studies,IND,Non-Profit,3
8626,Vasyl' Stus Donetsk National University,UKR,Universities,3
8630,Nuclear Power Institute of China,CHN,Government,3
8630,Adekunle Ajasin University,NGA,Universities,3
8632,Hefei Normal University,CHN,Universities,3
8633,Universite de Bechar,DZA,Universities,2
8633,West Bengal State University,IND,Universities,3
8635,Institute for Scintillation Materials National Academy of Sciences of Ukraine,UKR,Government,1
8635,Al Neelain University,SDN,Universities,3
8637,Hamedan University of Technology,IRN,Universities,1
8637,AMET University,IND,Universities,3
8639,Institute of Terrestrial Magnetism Ionosphere and Radiowave Propagation Russian Academy of Sciences,RUS,Government,1
8640,Universite Joseph Ki-Zerbo,BFA,Universities,2
8640,"Islamic Azad University, Mashhad",IRN,Universities,3
8640,Institute of Solid State Physics Russian Academy of Sciences,RUS,Government,1
8643,Institute of Mathematics,VNM,Government,3
8643,China Railway Eryuan Engineering Group Co Ltd,CHN,Companies,3
8645,Centre Hospitalier Ibn Sina Rabat,MAR,Health,3
8646,Gulu University,UGA,Universities,4
8646,Belarusian National Technical University,BLR,Universities,2
8646,Kuwait College of Science and Technology,KWT,Universities,3
8649,Universite de Lome,TGO,Universities,1
8649,Riyadh Elm University,SAU,Universities,4
8649,Laboratoire de Genie Civil et Geo-Environnement,FRA,Government,4
8652,Institute of Geography Russian Academy of Sciences,RUS,Government,2
8653,TKM College of Engineering,IND,Universities,2
8654,National Hospital Organization Tokyo Medical Center,JPN,Health,3
8654,Pacific National University,RUS,Universities,2
8656,Escuela Nacional de Antropologia e Historia,MEX,Universities,3
8657,"Islamic Azad University, Shahrekord Branch",IRN,Universities,1
8657,Surgut State University,RUS,Universities,3
8659,Institute of Theoretical and Experimental Biophysics Russian Academy of Sciences,RUS,Government,1
8659,China Building Materials Academy,CHN,Government,4
8659,Central Astronomical Observatory Russian Academy of Sciences,RUS,Government,2
8662,University of Benghazi,LBY,Universities,3
8663,B. I. Stepanov Institute of Physics National Academy of Sciences of Belarus,BLR,Government,2
